Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Fight URL,Event URL,method,Fighter1_Elo_Start,Fighter2_Elo_Start,Fighter1_Elo_End,Fighter2_Elo_End
UFC Fight Night: Kattar vs. Allen,2022-11-05,Welterweight,Max Griffin,Tim Means,Max Griffin,S-DEC,3,5:00,http://ufcstats.com/fight-details/bf59d9f8bd9536f3,http://ufcstats.com/event-details/be5aab761c40ef35,DEC,1034.4022572269091,1057.8402416850788,1056.4999145840145,1035.7425843279734
UFC Fight Night: Kattar vs. Allen,2022-11-05,Heavyweight,Waldo Cortes-Acosta,Jared Vanderaa,Waldo Cortes-Acosta,U-DEC,3,5:00,http://ufcstats.com/fight-details/5b6bdaf89e493674,http://ufcstats.com/event-details/be5aab761c40ef35,DEC,1000.0,926.8086054014748,1014.1080971291622,912.7005082723126
UFC Fight Night: Kattar vs. Allen,2022-11-05,Middleweight,Tresean Gore,Josh Fremd,Tresean Gore,SUBGuillotine Choke,2,0:49,http://ufcstats.com/fight-details/6a7db3750822d7be,http://ufcstats.com/event-details/be5aab761c40ef35,SUB,962.7884658054719,980.9516904964732,987.6491252232422,956.0910310787029
UFC Fight Night: Kattar vs. Allen,2022-11-05,Light Heavyweight,Khalil Rountree Jr.,Dustin Jacoby,Khalil Rountree Jr.,S-DEC,3,5:00,http://ufcstats.com/fight-details/98b7dd0ddc52cffb,http://ufcstats.com/event-details/be5aab761c40ef35,DEC,1024.9826475791942,1084.2338074322165,1050.4385011263118,1058.777953885099
UFC Fight Night: Kattar vs. Allen,2022-11-05,Middleweight,Roman Dolidze,Phil Hawes,Roman Dolidze,KO/TKOPunches,1,4:09,http://ufcstats.com/fight-details/f32d918ee06cb83b,http://ufcstats.com/event-details/be5aab761c40ef35,KO,1054.472623993618,1050.7928869415928,1075.1355343563594,1030.1299765788515
UFC Fight Night: Kattar vs. Allen,2022-11-05,Middleweight,JunYong Park,Joseph Holmes,JunYong Park,SUBRear Naked Choke,2,3:04,http://ufcstats.com/fight-details/d6d141afdd31c3f1,http://ufcstats.com/event-details/be5aab761c40ef35,SUB,1027.3870901031762,997.4564684486633,1047.4667206302,977.3768379216394
UFC Fight Night: Kattar vs. Allen,2022-11-05,Featherweight,Steve Garcia,Chase Hooper,Steve Garcia,KO/TKOPunches,1,1:32,http://ufcstats.com/fight-details/86dff1593d8b9a1f,http://ufcstats.com/event-details/be5aab761c40ef35,KO,984.0370370454315,1018.1847428651818,1008.2754357442747,993.9463441663386
UFC Fight Night: Kattar vs. Allen,2022-11-05,Flyweight,Cody Durden,Carlos Mota,Cody Durden,U-DEC,3,5:00,http://ufcstats.com/fight-details/44abbf6b947be6de,http://ufcstats.com/event-details/be5aab761c40ef35,DEC,997.4163057579597,1000.0,1017.6431196361153,979.7731861218443
UFC Fight Night: Kattar vs. Allen,2022-11-05,Bantamweight,Christian Rodriguez,Joshua Weems,Christian Rodriguez,SUBAnaconda Choke,1,4:07,http://ufcstats.com/fight-details/fdb9d29cf0edc16a,http://ufcstats.com/event-details/be5aab761c40ef35,SUB,982.8297400022469,1000.0,1005.4342864236304,977.3954535786165
UFC Fight Night: Kattar vs. Allen,2022-11-05,Heavyweight,Marcos Rogerio de Lima,Andrei Arlovski,Marcos Rogerio de Lima,SUBRear Naked Choke,1,1:50,http://ufcstats.com/fight-details/5dcba156bd13e0c3,http://ufcstats.com/event-details/be5aab761c40ef35,SUB,1026.7980111370625,1072.3182637474288,1052.1544348416376,1046.9618400428537
UFC Fight Night: Rodriguez vs. Lemos,2022-11-12,Featherweight,Shayilan Nuerdanbieke,Darrick Minner,Shayilan Nuerdanbieke,KO/TKOElbows,1,1:07,http://ufcstats.com/fight-details/2664805fde34fb1b,http://ufcstats.com/event-details/756f45905fb20cb5,KO,1013.8917536422831,990.339021031553,1032.7786421997585,971.4521324740775
UFC Fight Night: Rodriguez vs. Lemos,2022-11-12,Women's Strawweight,Amanda Lemos,Marina Rodriguez,Amanda Lemos,KO/TKOPunches,3,0:54,http://ufcstats.com/fight-details/abfc03893551ae73,http://ufcstats.com/event-details/756f45905fb20cb5,KO,1079.3459428242581,1109.4710355009165,1105.4644272892701,1083.3525510359045
UFC Fight Night: Rodriguez vs. Lemos,2022-11-12,Welterweight,Neil Magny,Daniel Rodriguez,Neil Magny,SUBD'Arce Choke,3,3:33,http://ufcstats.com/fight-details/b279559f15ecf29b,http://ufcstats.com/event-details/756f45905fb20cb5,SUB,1138.3267235846827,1119.1559448638855,1157.6911815969963,1099.7914868515718
UFC Fight Night: Rodriguez vs. Lemos,2022-11-12,Lightweight,Grant Dawson,Mark Madsen,Grant Dawson,SUBRear Naked Choke,3,2:05,http://ufcstats.com/fight-details/1535fb6549fa8bab,http://ufcstats.com/event-details/756f45905fb20cb5,SUB,1124.7270584887226,1080.622764427926,1143.4934928527864,1061.8563300638623
UFC Fight Night: Rodriguez vs. Lemos,2022-11-12,Flyweight,Tagir Ulanbekov,Nate Maness,Tagir Ulanbekov,SUBGuillotine Choke,1,2:11,http://ufcstats.com/fight-details/3adecfc4727a8d73,http://ufcstats.com/event-details/756f45905fb20cb5,SUB,1011.1964771172552,1041.686710760239,1035.079190579003,1017.8039972984913
UFC Fight Night: Rodriguez vs. Lemos,2022-11-12,Bantamweight,Mario Bautista,Benito Lopez,Mario Bautista,SUBTriangle Armbar,1,4:54,http://ufcstats.com/fight-details/2ab395e21080b10a,http://ufcstats.com/event-details/756f45905fb20cb5,SUB,1044.5486010170314,1019.8195864082959,1063.3328136200919,1001.0353738052353
UFC Fight Night: Rodriguez vs. Lemos,2022-11-12,Women's Bantamweight,Tamires Vidal,Ramona Pascual,Tamires Vidal,KO/TKOFlying Knee,1,3:06,http://ufcstats.com/fight-details/b87ac039e3b13940,http://ufcstats.com/event-details/756f45905fb20cb5,KO,1000.0,962.0080128544028,1017.6463621811006,944.3616506733022
UFC Fight Night: Rodriguez vs. Lemos,2022-11-12,Women's Strawweight,Polyana Viana,Jinh Yu Frey,Polyana Viana,KO/TKOPunches,1,0:47,http://ufcstats.com/fight-details/5475f5b6bad40989,http://ufcstats.com/event-details/756f45905fb20cb5,KO,982.1672926425761,980.7188274389304,1003.0343073354968,959.8518127460096
UFC Fight Night: Rodriguez vs. Lemos,2022-11-12,Bantamweight,Johnny Munoz,Liudvik Sholinian,Johnny Munoz,U-DEC,3,5:00,http://ufcstats.com/fight-details/31cb98ce37fd87dd,http://ufcstats.com/event-details/756f45905fb20cb5,DEC,984.0640855451918,984.6658772693631,1004.1168124493989,964.613150365156
UFC Fight Night: Rodriguez vs. Lemos,2022-11-12,Flyweight,Jake Hadley,Carlos Candelario,Jake Hadley,SUBTriangle Choke,2,2:39,http://ufcstats.com/fight-details/cfca30d3ef3c86b9,http://ufcstats.com/event-details/756f45905fb20cb5,SUB,978.3579906361805,980.0,1001.5236067829946,956.8343838531858
UFC Fight Night: Rodriguez vs. Lemos,2022-11-12,Women's Flyweight,Miranda Maverick,Shanna Young,Miranda Maverick,U-DEC,3,5:00,http://ufcstats.com/fight-details/71afa8354da2491e,http://ufcstats.com/event-details/756f45905fb20cb5,DEC,1022.7157513008044,981.6059021536963,1039.2722159096004,965.0494375449002
UFC 281: Adesanya vs. Pereira,2022-11-19,Women's Strawweight,Zhang Weili,Carla Esparza,Zhang Weili,SUBRear Naked Choke,2,1:05,http://ufcstats.com/fight-details/85b5d59f8eea976a,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d,SUB,1094.5418264875682,1130.917282335427,1121.3269619389587,1104.1321468840365
UFC 281: Adesanya vs. Pereira,2022-11-19,Lightweight,Dustin Poirier,Michael Chandler,Dustin Poirier,SUBRear Naked Choke,3,2:00,http://ufcstats.com/fight-details/4bf3010fdeea9d93,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d,SUB,1208.2534630511238,1050.5592380742753,1217.7773066331713,1041.0353944922279
UFC 281: Adesanya vs. Pereira,2022-11-19,Bantamweight,Chris Gutierrez,Frankie Edgar,Chris Gutierrez,KO/TKOKnee,1,2:01,http://ufcstats.com/fight-details/09afa6ce4747a1a2,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d,KO,1096.2806660411713,1098.794589241546,1117.5123736461198,1077.5628816365975
UFC 281: Adesanya vs. Pereira,2022-11-19,Lightweight,Dan Hooker,Claudio Puelles,Dan Hooker,KO/TKOKick,2,4:06,http://ufcstats.com/fight-details/77c78d0a71b10692,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d,KO,1069.5668247966873,1079.6308730761682,1093.5901360456608,1055.6075618271948
UFC 281: Adesanya vs. Pereira,2022-11-19,Lightweight,Renato Moicano,Brad Riddell,Renato Moicano,SUBRear Naked Choke,1,3:20,http://ufcstats.com/fight-details/1f922cfe6178e830,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d,SUB,1068.4904193256468,1035.9794173827427,1086.602530564713,1017.8673061436764
UFC 281: Adesanya vs. Pereira,2022-11-19,Light Heavyweight,Ryan Spann,Dominick Reyes,Ryan Spann,KO/TKOPunch,1,1:20,http://ufcstats.com/fight-details/6f22afbc5f8e0bd3,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d,KO,1075.515242116209,1061.7720061840387,1095.2691981301177,1042.01805017013
UFC 281: Adesanya vs. Pereira,2022-11-19,Middleweight,Alex Pereira,Israel Adesanya,Alex Pereira,KO/TKOPunches,5,2:01,http://ufcstats.com/fight-details/04f32bb0c0d3a8cc,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d,KO,1079.6110626289426,1226.9809635462168,1118.9411930666306,1187.6508331085288
UFC 281: Adesanya vs. Pereira,2022-11-19,Middleweight,Andre Petroski,Wellington Turman,Andre Petroski,U-DEC,3,5:00,http://ufcstats.com/fight-details/65ce9335b93d9c57,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d,DEC,1060.3707820791392,1011.4692763049507,1076.3123162406496,995.5277421434404
UFC 281: Adesanya vs. Pereira,2022-11-19,Lightweight,Matt Frevola,Ottman Azaitar,Matt Frevola,KO/TKOPunch,1,2:30,http://ufcstats.com/fight-details/40707ddc9fdea500,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d,KO,1009.7816355363298,1043.3909485115878,1033.9675537543203,1019.2050302935974
UFC 281: Adesanya vs. Pereira,2022-11-19,Women's Strawweight,Karolina Kowalkiewicz,Silvana Gomez Juarez,Karolina Kowalkiewicz,U-DEC,3,5:00,http://ufcstats.com/fight-details/ff2e4b411f695017,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d,DEC,994.3150421634111,978.9724081481593,1012.9924563423863,960.2949939691841
UFC 281: Adesanya vs. Pereira,2022-11-19,Featherweight,Michael Trizano,SeungWoo Choi,Michael Trizano,KO/TKOPunch,1,4:51,http://ufcstats.com/fight-details/7f93b2f38497caec,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d,KO,992.7881897685903,985.2741026204117,1013.1025121582289,964.959780230773
UFC 281: Adesanya vs. Pereira,2022-11-19,Bantamweight,Montel Jackson,Julio Arce,Montel Jackson,U-DEC,3,5:00,http://ufcstats.com/fight-details/bee95769a221af9a,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d,DEC,1057.6837669252704,1038.4125007660928,1076.029456785963,1020.0668109054001
UFC 281: Adesanya vs. Pereira,2022-11-19,Light Heavyweight,Carlos Ulberg,Nicolae Negumereanu,Carlos Ulberg,KO/TKOPunch,1,3:44,http://ufcstats.com/fight-details/db026ff6eee4d174,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d,KO,1015.9346726637351,1055.6990607799696,1040.7230207412224,1030.9107127024824
UFC 281: Adesanya vs. Pereira,2022-11-19,Women's Flyweight,Erin Blanchfield,Molly McCann,Erin Blanchfield,SUBKimura,1,3:37,http://ufcstats.com/fight-details/93da91272d4a7ce3,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d,SUB,1064.025309459778,1051.1593933748077,1083.8577365919123,1031.3269662426735
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-12-03,Light Heavyweight,Kennedy Nzechukwu,Ion Cutelaba,Kennedy Nzechukwu,KO/TKOKnee,2,1:02,http://ufcstats.com/fight-details/c33257dd0605c7de,http://ufcstats.com/event-details/012fc7cd0779c09a,KO,1025.5163928188092,983.153211254525,1044.4415928563144,964.2280112170198
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-12-03,Heavyweight,Waldo Cortes-Acosta,Chase Sherman,Waldo Cortes-Acosta,U-DEC,3,5:00,http://ufcstats.com/fight-details/110f539523a4b571,http://ufcstats.com/event-details/012fc7cd0779c09a,DEC,1014.1080971291622,943.9988421994137,1028.4416606571904,929.6652786713856
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-12-03,Welterweight,Muslim Salikhov,Andre Fialho,Muslim Salikhov,KO/TKOKick,3,1:03,http://ufcstats.com/fight-details/c317f85a8266313e,http://ufcstats.com/event-details/012fc7cd0779c09a,KO,1077.1690298651354,1011.2520060005555,1094.0092005387733,994.4118353269175
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-12-03,Welterweight,Jack Della Maddalena,Danny Roberts,Jack Della Maddalena,KO/TKOPunches,1,3:24,http://ufcstats.com/fight-details/d0c01840c72429c6,http://ufcstats.com/event-details/012fc7cd0779c09a,KO,1045.1808074761118,1036.6342461950549,1065.401737490829,1016.4133161803376
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-12-03,Flyweight,Charles Johnson,Zhalgas Zhumagulov,Charles Johnson,S-DEC,3,5:00,http://ufcstats.com/fight-details/b4cfb34e8224fd77,http://ufcstats.com/event-details/012fc7cd0779c09a,DEC,981.792335961032,947.8124192944084,998.9224926283783,930.6822626270621
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-12-03,Women's Flyweight,Jennifer Maia,Maryna Moroz,Jennifer Maia,U-DEC,3,5:00,http://ufcstats.com/fight-details/144443d4dbf43990,http://ufcstats.com/event-details/012fc7cd0779c09a,DEC,1003.8213606492143,1055.6451819337092,1028.56756286582,1030.8989797171034
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-12-03,Bantamweight,Ricky Turcios,Kevin Natividad,Ricky Turcios,S-DEC,3,5:00,http://ufcstats.com/fight-details/0f2983fe7753403f,http://ufcstats.com/event-details/012fc7cd0779c09a,DEC,998.129236823964,957.9079783804551,1014.7566323572967,941.2805828471224
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-12-03,Women's Strawweight,Vanessa Demopoulos,Maria Oliveira,Vanessa Demopoulos,U-DEC,3,5:00,http://ufcstats.com/fight-details/bd064deb3494b41a,http://ufcstats.com/event-details/012fc7cd0779c09a,DEC,1022.7311843738069,998.1299171873867,1040.6315175603597,980.2295840008337
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-12-03,Bantamweight,Brady Hiestand,Fernie Garcia,Brady Hiestand,U-DEC,3,5:00,http://ufcstats.com/fight-details/a3696c847ef6c7f9,http://ufcstats.com/event-details/012fc7cd0779c09a,DEC,980.0,976.6767648662825,999.7099615650138,956.9668033012687
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-12-03,Women's Flyweight,Natalia Silva,Tereza Bleda,Natalia Silva,KO/TKOSpinning Back Kick,3,1:27,http://ufcstats.com/fight-details/33719a2d9c69ed17,http://ufcstats.com/event-details/012fc7cd0779c09a,KO,1021.7920247686811,1000.0,1042.646566079126,979.1454586895551
UFC Fight Night: Nzechukwu vs. Cutelaba,2022-12-03,Bantamweight,Miles Johns,Vince Morales,Miles Johns,U-DEC,3,5:00,http://ufcstats.com/fight-details/594435375d641f63,http://ufcstats.com/event-details/012fc7cd0779c09a,DEC,1013.3991732292444,994.2956963737468,1031.7589712509991,975.935898351992
UFC Fight Night: Thompson vs. Holland,2022-12-10,Middleweight,Roman Dolidze,Jack Hermansson,Roman Dolidze,KO/TKOPunches,2,4:06,http://ufcstats.com/fight-details/a71764d5da04e3bc,http://ufcstats.com/event-details/b23388ff8ac6637b,KO,1075.1355343563594,1104.1798735539678,1101.1393846412357,1078.1760232690915
UFC Fight Night: Thompson vs. Holland,2022-12-10,Welterweight,Stephen Thompson,Kevin Holland,Stephen Thompson,KO/TKO,4,5:00,http://ufcstats.com/fight-details/a419e6df765aa755,http://ufcstats.com/event-details/b23388ff8ac6637b,KO,1099.1858783388395,1092.4872427587654,1121.515840384102,1070.157280713503
UFC Fight Night: Thompson vs. Holland,2022-12-10,Welterweight,Rafael Dos Anjos,Bryan Barberena,Rafael Dos Anjos,SUBRear Naked Choke,2,3:20,http://ufcstats.com/fight-details/f17813d03fcd8e7a,http://ufcstats.com/event-details/b23388ff8ac6637b,SUB,1119.5893094540918,1076.6784516315543,1134.811229910561,1061.456531175085
UFC Fight Night: Thompson vs. Holland,2022-12-10,Flyweight,Matheus Nicolau,Matt Schnell,Matheus Nicolau,KO/TKOPunch,2,1:44,http://ufcstats.com/fight-details/5a8f7afc5ea69537,http://ufcstats.com/event-details/b23388ff8ac6637b,KO,1088.8895905293507,1049.980406359242,1108.131882304871,1030.7381145837217
UFC Fight Night: Thompson vs. Holland,2022-12-10,Heavyweight,Sergei Pavlovich,Tai Tuivasa,Sergei Pavlovich,KO/TKOPunches,1,0:54,http://ufcstats.com/fight-details/972e17c1b98fca06,http://ufcstats.com/event-details/b23388ff8ac6637b,KO,1081.714325780848,1091.5175813347712,1103.6242187954444,1069.6076883201747
UFC Fight Night: Thompson vs. Holland,2022-12-10,Middleweight,Eryk Anders,Kyle Daukaus,Eryk Anders,KO/TKOPunches,2,2:45,http://ufcstats.com/fight-details/ca0f0a35a1fcb453,http://ufcstats.com/event-details/b23388ff8ac6637b,KO,996.4107098565705,992.300213367567,1018.9984760400297,969.7124471841079
UFC Fight Night: Thompson vs. Holland,2022-12-10,Lightweight,Natan Levy,Genaro Valdez,Natan Levy,U-DEC,3,5:00,http://ufcstats.com/fight-details/30abc50a2e71c576,http://ufcstats.com/event-details/b23388ff8ac6637b,DEC,997.2518317126899,977.849193292716,1015.5864791842602,959.5145458211457
UFC Fight Night: Thompson vs. Holland,2022-12-10,Women's Strawweight,Angela Hill,Emily Ducote,Angela Hill,U-DEC,3,5:00,http://ufcstats.com/fight-details/0c9faf26efe2cdcc,http://ufcstats.com/event-details/b23388ff8ac6637b,DEC,989.2382015636122,1020.4939307044098,1012.0543870586048,997.6777452094171
UFC Fight Night: Thompson vs. Holland,2022-12-10,Lightweight,Clay Guida,Scott Holtzman,Clay Guida,S-DEC,3,5:00,http://ufcstats.com/fight-details/7bd6969c4ed979f9,http://ufcstats.com/event-details/b23388ff8ac6637b,DEC,1020.8950085113024,1032.7850925650444,1037.472241707513,1016.207859368834
UFC Fight Night: Thompson vs. Holland,2022-12-10,Lightweight,Michael Johnson,Marc Diakiese,Michael Johnson,U-DEC,3,5:00,http://ufcstats.com/fight-details/92c1d9a6d313cb0c,http://ufcstats.com/event-details/b23388ff8ac6637b,DEC,983.5873039458951,1028.6759058056377,1006.3309417959302,1005.9322679556026
UFC Fight Night: Thompson vs. Holland,2022-12-10,Featherweight,Jonathan Pearce,Darren Elkins,Jonathan Pearce,U-DEC,3,5:00,http://ufcstats.com/fight-details/be977e524ef56aa4,http://ufcstats.com/event-details/b23388ff8ac6637b,DEC,1070.7794861281407,1074.7551428286274,1091.128967764137,1054.405661192631
UFC Fight Night: Thompson vs. Holland,2022-12-10,Women's Strawweight,Yazmin Jauregui,Istela Nunes,Yazmin Jauregui,KO/TKOPunches,2,4:06,http://ufcstats.com/fight-details/2cec230248d7eb97,http://ufcstats.com/event-details/b23388ff8ac6637b,KO,1020.0,954.3059070297886,1036.859257407925,937.4466496218635
UFC Fight Night: Thompson vs. Holland,2022-12-10,Featherweight,Francis Marshall,Marcelo Rojo,Francis Marshall,KO/TKOPunch,2,1:14,http://ufcstats.com/fight-details/1114cd1515cf3b8f,http://ufcstats.com/event-details/b23388ff8ac6637b,KO,1000.0,959.2712662048465,1019.0748968815028,940.1963693233437
UFC Fight Night: Thompson vs. Holland,2022-12-10,Welterweight,Phil Rowe,Niko Price,Phil Rowe,KO/TKOPunches,3,3:26,http://ufcstats.com/fight-details/7fbf09533c59e43f,http://ufcstats.com/event-details/b23388ff8ac6637b,KO,1027.067934666217,1045.039230727908,1051.9086138742084,1020.1985515199166
UFC 282: Blachowicz vs. Ankalaev,2022-12-17,Lightweight,Paddy Pimblett,Jared Gordon,Paddy Pimblett,U-DEC,3,5:00,http://ufcstats.com/fight-details/144cd3f62591a5fb,http://ufcstats.com/event-details/f65a0eb902f9476b,DEC,1060.9353613976123,1067.200121025207,1081.4872821703289,1046.6482002524904
UFC 282: Blachowicz vs. Ankalaev,2022-12-17,Catch Weight,Santiago Ponzinibbio,Alex Morono,Santiago Ponzinibbio,KO/TKOPunches,3,2:29,http://ufcstats.com/fight-details/11f65de5348e4bc4,http://ufcstats.com/event-details/f65a0eb902f9476b,KO,1087.1405609244769,1109.6783533930409,1112.4583805920422,1084.3605337254755
UFC 282: Blachowicz vs. Ankalaev,2022-12-17,Middleweight,Dricus Du Plessis,Darren Till,Dricus Du Plessis,SUBNeck Crank,3,2:43,http://ufcstats.com/fight-details/ecab8b8b36727b8d,http://ufcstats.com/event-details/f65a0eb902f9476b,SUB,1073.4514448692858,1067.5625988014046,1095.8619226042213,1045.1521210664691
UFC 282: Blachowicz vs. Ankalaev,2022-12-17,Featherweight,Ilia Topuria,Bryce Mitchell,Ilia Topuria,SUBArm Triangle,2,3:10,http://ufcstats.com/fight-details/4a17876e99f6baf3,http://ufcstats.com/event-details/f65a0eb902f9476b,SUB,1085.191767559667,1110.2627356104545,1110.7758289332828,1084.6786742368386
UFC 282: Blachowicz vs. Ankalaev,2022-12-17,Bantamweight,Raul Rosas Jr.,Jay Perrin,Raul Rosas Jr.,SUBNeck Crank,1,2:44,http://ufcstats.com/fight-details/fd7421f421e802bd,http://ufcstats.com/event-details/f65a0eb902f9476b,SUB,1000.0,960.4053951338052,1017.5113910761726,942.8940040576326
UFC 282: Blachowicz vs. Ankalaev,2022-12-17,Heavyweight,Jairzinho Rozenstruik,Chris Daukaus,Jairzinho Rozenstruik,KO/TKOPunch,1,0:23,http://ufcstats.com/fight-details/1779cc4ae925df01,http://ufcstats.com/event-details/f65a0eb902f9476b,KO,1063.9329290290518,1055.7254931130635,1084.184512358075,1035.4739097840404
UFC 282: Blachowicz vs. Ankalaev,2022-12-17,Middleweight,Edmen Shahbazyan,Dalcha Lungiambula,Edmen Shahbazyan,KO/TKOPunches,2,4:41,http://ufcstats.com/fight-details/4e9d76ed54f1f352,http://ufcstats.com/event-details/f65a0eb902f9476b,KO,1018.4991627404399,950.8271437039863,1035.1895163861254,934.1367900583009
UFC 282: Blachowicz vs. Ankalaev,2022-12-17,Middleweight,Chris Curtis,Joaquin Buckley,Chris Curtis,KO/TKOPunch,2,2:49,http://ufcstats.com/fight-details/a346180c8b109469,http://ufcstats.com/event-details/f65a0eb902f9476b,KO,1054.6936400419684,1042.052374583298,1076.4369034094564,1020.30911121581
